2025-03-06 22:23:35 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : TM_6014 : Initializing session [s_m_Q10] at [Thu Mar 06 22:23:35 2025].
2025-03-06 22:23:37 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : TM_6253 : Target Load Summary.
2025-03-06 22:23:37 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [Target_Normal_Q10] (Instance Name: [Target_Normal_Q10])
	 Output Rows [1110], Affected Rows [1110], Applied Rows [1110], Rejected Rows [0]
2025-03-06 22:23:37 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [target_master_Outer] (Instance Name: [target_master_Outer])
	 Output Rows [1110], Affected Rows [1110], Applied Rows [1110], Rejected Rows [0]
2025-03-06 22:23:37 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [target_detail_outerq10] (Instance Name: [target_detail_outerq10])
	 Output Rows [1110], Affected Rows [1110], Applied Rows [1110], Rejected Rows [0]
2025-03-06 22:23:37 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : CMN_1740 : Table: [target_full_outer] (Instance Name: [target_full_outer])
	 Output Rows [1110], Affected Rows [1110], Applied Rows [1110], Rejected Rows [0]
2025-03-06 22:23:37 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : TM_6023 : 
===================================================

2025-03-06 22:23:37 : INFO : (10044 | DIRECTOR) : (IS | IS) : node01 : TM_6020 : Session [s_m_Q10] completed at [Thu Mar 06 22:23:37 2025].
